Product (Ticket ID),Work Description (Ticket),Incident Description (Ticket),Month,Product Category
MPO5530,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPO5530,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPO5530,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPO5530,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MRELIFE900AEDR,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MRELIFE900R,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MSTSTMILLU-BPL,(reason not mentioned),(reason not mentioned),nov,STS-Stress test system
423UAY,(reason not mentioned),(reason not mentioned),nov,Diathermy
MPM5588PRB,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588PRB,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588PRB,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588PRB,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,PMS DONE.,(reason not mentioned),nov,Patient monitors
MPM5588UPDS,PMS DONE.,(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5588NCO2MPHSS,(reason not mentioned),(reason not mentioned),nov,Patient monitors
BPLMVLSMEL300STR,PMS DONE,(reason not mentioned),nov,Lowenstein ventilators
BPLMVLSMEL600CTR,"PMS DONE, MACHINE WORKING FINE. OXYGEN SUPPLY NOT PRESENT.",(reason not mentioned),nov,Lowenstein ventilators
MBPLXRAD500FC,(reason not mentioned),(reason not mentioned),nov,X-ray
P320DGAFMS,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
P320DGAFMS,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
P320DGAFMS,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
P320DGAFMS,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
P320DGAFMS,PM done. Machine working fine.,(reason not mentioned),nov,Penlon-Anaesthesia work station
P320DGAFMS,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
P320DGAFMS,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
P320DGAFMS,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
P320DGAFMS,DONE PMS.,(reason not mentioned),nov,Penlon-Anaesthesia work station
P320DGAFMS,(reason not mentioned),PMS DONE,nov,Penlon-Anaesthesia work station
P320DGAFMS,pms done as per checklist.,(reason not mentioned),nov,Penlon-Anaesthesia work station
P320DGAFMS,PMS done as per checklist.,(reason not mentioned),nov,Penlon-Anaesthesia work station
P320DGAFMS,pms done as per checklist.,(reason not mentioned),nov,Penlon-Anaesthesia work station
MAMEFLO6,(reason not mentioned),(reason not mentioned),nov,Anaesthesia work station
MAMEFLO6,(reason not mentioned),PM done,nov,Anaesthesia work station
MAMEFLO6,(reason not mentioned),(reason not mentioned),nov,Anaesthesia work station
MAMEFLO6,(reason not mentioned),(reason not mentioned),nov,Anaesthesia work station
MAMEFLO6,(reason not mentioned),(reason not mentioned),nov,Anaesthesia work station
MAMEFLO6D,(reason not mentioned),PMS DONE,nov,Anaesthesia work station
MAMEFLO6D,(reason not mentioned),(reason not mentioned),nov,Anaesthesia work station
MDF261julR,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
ME12/1jul/100BISMDUPGKT,(reason not mentioned),(reason not mentioned),nov,Patient monitors
ME12/1jul/100BISMDUPGKT,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MBPLCRAYP,(reason not mentioned),(reason not mentioned),nov,C-Arm
MPMEV10TD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
BPLFLORETFBD1000,(reason not mentioned),(reason not mentioned),nov,Mother Infant Care
BPLFLORETFBT1000,(reason not mentioned),(reason not mentioned),nov,Mother Infant Care
BPLFLORET100,PMS DONE.,(reason not mentioned),nov,Mother Infant Care
BPLFLORET100,PMS DONE.,(reason not mentioned),nov,Mother Infant Care
BPLBLOSSOM10/100US,(reason not mentioned),(reason not mentioned),nov,Mother Infant Care
BPLBLOSSOM100,(reason not mentioned),(reason not mentioned),nov,Mother Infant Care
BPLBLOSSOM100,(reason not mentioned),(reason not mentioned),nov,Mother Infant Care
MPMNSNjulN,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,NOT SOLD FROM OUR END,(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,NOT SOLD FROM OUR END,(reason not mentioned),nov,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MAMPLNPRI320A,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,PMS has been done.,PMS has been done.,nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,PMS has been done.,PMS has been done.,nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,pms done.,(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),nov,Syringe pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),nov,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),nov,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),nov,Volumetric Pump
BPLVOLPUMP1,PMS has been done.,PMS has been done.,nov,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),nov,Volumetric Pump
BPLVOLPUMP1,PMS has been done.,PMS has been done.,nov,Volumetric Pump
BPLVOLPUMP1,PMS has been done.,PMS has been done.,nov,Volumetric Pump
BPLVOLPUMP1,PMS has been done.,PMS has been done.,nov,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),(reason not mentioned),nov,Volumetric Pump
MBPLCRAYPROMXSI,(reason not mentioned),(reason not mentioned),nov,C-Arm
MECUBE-5,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-5WN,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8DIA,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8DIA,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8DIA,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8DIA,pms done.,(reason not mentioned),nov,UltraSound
MECUBE-8DIA,PM Done,(reason not mentioned),nov,UltraSound
MECUBE-8DIA,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8,Hospital Closed,(reason not mentioned),nov,UltraSound
MECUBE-8LE,PM Done.,(reason not mentioned),nov,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBEIjul,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBEIjul,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBEIjul,(reason not mentioned),(reason not mentioned),nov,UltraSound
MECUBEIjul,(reason not mentioned),(reason not mentioned),nov,UltraSound
MPME12CONSOL,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPME12CONSOL,(reason not mentioned),(reason not mentioned),nov,Patient monitors
M8108VIEW,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M108TDIGI,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,PMS DONE.,(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6208VIEWC,PMS DONE.,(reason not mentioned),nov,Electrocardiographs-Multi channel
MECGGENX3,PMS has been done.,PMS has been done.,nov,Electrocardiographs-Multi channel
MECGGENX3,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECGGENX3S,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECGGENX3S,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECGGENX3S,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECGGENX3S,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECGGENX3S,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,THE MACHINE IS WORKING WELL.,(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,MACHINE IS WORKING WELL.,(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,THE MACHINE IS WORKING WELL.,(reason not mentioned),nov,Electrocardiographs-single channel
MECG6108TB,MACHINE IS WORKING WELL.,(reason not mentioned),nov,Electrocardiographs-single channel
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPME12NSPO2IBP,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPME12NSPO2IBP,(reason not mentioned),PMS DONE,nov,Patient monitors
MPME12NSPO2IBP,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MFD9jul13,(reason not mentioned),(reason not mentioned),nov,Foetal Doppler
MFD9jul13,(reason not mentioned),(reason not mentioned),nov,Foetal Doppler
MFD9jul13,(reason not mentioned),(reason not mentioned),nov,Foetal Doppler
MFD9jul13,(reason not mentioned),(reason not mentioned),nov,Foetal Doppler
MFD9jul13,(reason not mentioned),(reason not mentioned),nov,Foetal Doppler
MFD9jul13,(reason not mentioned),(reason not mentioned),nov,Foetal Doppler
MFM9852,(reason not mentioned),(reason not mentioned),nov,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),nov,Foetal Monitor
MFM9854,(reason not mentioned),(reason not mentioned),nov,Foetal Monitor
MFM9854,(reason not mentioned),(reason not mentioned),nov,Foetal Monitor
MFM9854,(reason not mentioned),(reason not mentioned),nov,Foetal Monitor
MFM9854,(reason not mentioned),(reason not mentioned),nov,Foetal Monitor
MCNSHWL,(reason not mentioned),(reason not mentioned),nov,Patient monitors
696FLORETFBD1000,(reason not mentioned),(reason not mentioned),nov,Mother Infant Care
696FLORETFBT1000,(reason not mentioned),(reason not mentioned),nov,Patient monitors
696FLORETFBT1000,(reason not mentioned),(reason not mentioned),nov,Patient monitors
696FLORETFBT1000,(reason not mentioned),(reason not mentioned),nov,Patient monitors
696FLORETFBT1000,(reason not mentioned),(reason not mentioned),nov,Patient monitors
696FLORETFBT1000,(reason not mentioned),(reason not mentioned),nov,Patient monitors
69julBLOSSOM10/100USUAY,(reason not mentioned),(reason not mentioned),nov,Mother Infant Care
69julBLOSSOM10/100USUAY,(reason not mentioned),(reason not mentioned),nov,Mother Infant Care
69julBLOSSOM10/100USUAY,(reason not mentioned),(reason not mentioned),nov,Mother Infant Care
BPLLEONIPHFOCOMPTR,(reason not mentioned),(reason not mentioned),nov,Mother Infant Care
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),nov,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),nov,X-ray
MBPLMRAD5.0DR,(reason not mentioned),(reason not mentioned),nov,X-ray
MPMVIVEDVUE12OXSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMVIVEDVUE12OXSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMVIVEDVUE12OXSPO2,(reason not mentioned),(reason not mentioned),nov,Patient monitors
M9108,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M9108,PM Done.,(reason not mentioned),nov,Electrocardiographs-Multi channel
M9108,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M9108,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M9108,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M9108,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M9108,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M9108,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M9108,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M9108,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M9108,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
M9108,done by dealer engineer.,(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),(reason not mentioned),nov,Electrocardiographs-Multi channel
MPMEXCELLOADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOADV,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,PMS DONE.,(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,PMS DONE.,(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,PMS DONE,(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,PMS DONE.,(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MV021jul001,(reason not mentioned),(reason not mentioned),nov,Mother Infant Care
MOGOXY5NEOS,(reason not mentioned),(reason not mentioned),nov,Oxygen concentrator
FG5008230,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
FG5008230,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
FG5008230,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
FG5008230,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
FG5008230,(reason not mentioned),PMS DONE,nov,Penlon-Anaesthesia work station
FG5008230,PMS done as per checklist.,(reason not mentioned),nov,Penlon-Anaesthesia work station
MDF2628,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MDF2628,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MDF2628,(reason not mentioned),(reason not mentioned),nov,Defibrillators-Bi-Phasic
MAMPLN465AGMO2SSAUTOID,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
MAMPLN465AGMO2SSAUTOID,(reason not mentioned),(reason not mentioned),nov,Penlon-Anaesthesia work station
MBPLCRAYP-MXDI,(reason not mentioned),(reason not mentioned),nov,C-Arm
MPO5530,PMS DONE.,(reason not mentioned),nov,Patient monitors
MPO5530,PMS DONE.,(reason not mentioned),nov,Patient monitors
MPO5530,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPO5530,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPO5530,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPO5530,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPO5530,(reason not mentioned),(reason not mentioned),nov,Patient monitors
MPO5530,(reason not mentioned),(reason not mentioned),nov,Patient monitors
