Ticket ID,Status,Created On,Account,Account ID,Product (Ticket ID),,Serial ID (Ticket ID),Service and Support Team,Ticket Type,Service Category,Work Description (Ticket),Incident Description (Ticket),Sales Unit,Agent,Created By,Resolved On Date,Closing Date,Changed By,City,Postal Code,State,Incident Category,Product Status,Ticket Source,Product Category ID (Affected Product Category),Product Category,,Date of Resolution (Ticket ID),Warranty (Registered Product),Warranty Start Date (Registered Product),Warranty End Date (Registered Product),Product (Ticket Item),Ticket Item,Defective Returns Required,Registered Product,Changed On,Open_Ticket_Years,Open_Ticket_Months,Open_Ticket_Days,Total_Open_Ticket_Days,Counter
869171,Allotment,04.06.2023,K.P. INSTITUTE OF MEDICAL SCIENCES,7000110745,MPM5588UPDS,,DNTD2H21160,ASHISH MEDICARE DEALER,Preventive Measures,Preventive Measures,#,#,Lucknow SO,M/s ASHISH MEDICARE,IT Support,#,#,CALLCENTRE4 .,AGRA,282002,Uttar Pradesh,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,08.06.2023,0,0,29,29,1
869182,Allotment,04.06.2023,K.P. INSTITUTE OF MEDICAL SCIENCES,7000110745,MPM5588UPDS,,DNTD2K21755,ASHISH MEDICARE DEALER,Preventive Measures,Preventive Measures,#,#,Lucknow SO,M/s ASHISH MEDICARE,IT Support,#,#,CALLCENTRE4 .,AGRA,282002,Uttar Pradesh,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,08.06.2023,0,0,29,29,1
869172,Allotment,04.06.2023,K.P. INSTITUTE OF MEDICAL SCIENCES,7000110745,MPM5588UPDS,,DNTD2K21766,ASHISH MEDICARE DEALER,Preventive Measures,Preventive Measures,#,#,Lucknow SO,M/s ASHISH MEDICARE,IT Support,#,#,CALLCENTRE4 .,AGRA,282002,Uttar Pradesh,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,08.06.2023,0,0,29,29,1
869188,Allotment,04.06.2023,K.P. INSTITUTE OF MEDICAL SCIENCES,7000110745,MPM5588UPDS,,DNTD2H21114,ASHISH MEDICARE DEALER,Preventive Measures,Preventive Measures,#,#,Lucknow SO,M/s ASHISH MEDICARE,IT Support,#,#,CALLCENTRE4 .,AGRA,282002,Uttar Pradesh,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,08.06.2023,0,0,29,29,1
869189,Allotment,04.06.2023,K.P. INSTITUTE OF MEDICAL SCIENCES,7000110745,MPM5588UPDS,,DNTD2K21758,ASHISH MEDICARE DEALER,Preventive Measures,Preventive Measures,#,#,Lucknow SO,M/s ASHISH MEDICARE,IT Support,#,#,CALLCENTRE4 .,AGRA,282002,Uttar Pradesh,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,08.06.2023,0,0,29,29,1
869181,Allotment,04.06.2023,K.P. INSTITUTE OF MEDICAL SCIENCES,7000110745,MPM5588UPDS,,DNTD2H21089,ASHISH MEDICARE DEALER,Preventive Measures,Preventive Measures,#,#,Lucknow SO,M/s ASHISH MEDICARE,IT Support,#,#,CALLCENTRE4 .,AGRA,282002,Uttar Pradesh,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,08.06.2023,0,0,29,29,1
869166,Allotment,04.06.2023,K.P. INSTITUTE OF MEDICAL SCIENCES,7000110745,MPM5588UPDS,,DNTD2H21088,ASHISH MEDICARE DEALER,Preventive Measures,Preventive Measures,#,#,Lucknow SO,M/s ASHISH MEDICARE,IT Support,#,#,CALLCENTRE4 .,AGRA,282002,Uttar Pradesh,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,08.06.2023,0,0,29,29,1
869169,Allotment,04.06.2023,K.P. INSTITUTE OF MEDICAL SCIENCES,7000110745,MPM5588UPDS,,DNTD2H21100,ASHISH MEDICARE DEALER,Preventive Measures,Preventive Measures,#,#,Lucknow SO,M/s ASHISH MEDICARE,IT Support,#,#,CALLCENTRE4 .,AGRA,282002,Uttar Pradesh,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,08.06.2023,0,0,29,29,1
869200,Allotment,04.06.2023,K.P. INSTITUTE OF MEDICAL SCIENCES,7000110745,MPM5588UPDS,,DNTD2K21756,ASHISH MEDICARE DEALER,Preventive Measures,Preventive Measures,#,#,Lucknow SO,M/s ASHISH MEDICARE,IT Support,#,#,CALLCENTRE4 .,AGRA,282002,Uttar Pradesh,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,08.06.2023,0,0,29,29,1
873730,Open,22.06.2023,Twin city  Hospital,7000106869,MBPLMRAD100,,JXMA2C1733,FLESSING ELECTRONICS DEALER,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s FLESSING ELECTRONICS,IT Support,#,#,IT Support,PARATWADA,444805,Maharashtra,Not assigned,Not assigned,Not assigned,XR02,X-ray,,#,SALES WARRANTY,17.08.2022,16.08.2023,Not assigned,#,X,100mA Mobile Line Frequency X-Ray,22.06.2023,0,0,11,11,1
869642,Allotment,06.06.2023,Siddhant Children Hospital,7000106712,MPMNSN7N,,KAMA2G1417,SAURABH ELECTRONICS DEALER,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s SAURABH ELECTRONICS,IT Support,#,#,MAYUR SUDHAKAR DHURI,Mumbai,400101,Maharashtra,Not assigned,Not assigned,Not assigned,MP01,Patient monitors,,#,SALES WARRANTY,04.08.2022,03.08.2023,Not assigned,#,X,BPL MPM NEO SIGN N7 WITH NELCORE SPO2,12.06.2023,0,0,27,27,1
869524,Allotment,06.06.2023,Siddhant Children Hospital,7000106712,MPMNSN7N,,KAMA2G1416,SAURABH ELECTRONICS DEALER,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s SAURABH ELECTRONICS,IT Support,#,#,MAYUR SUDHAKAR DHURI,Mumbai,400101,Maharashtra,Not assigned,Not assigned,Not assigned,MP01,Patient monitors,,#,SALES WARRANTY,04.08.2022,03.08.2023,Not assigned,#,X,BPL MPM NEO SIGN N7 WITH NELCORE SPO2,06.06.2023,0,0,27,27,1
873699,Allotment,22.06.2023,BHUMIKA JAIN,7000107846,MOGOXY5NEOD,,MCTAIE10651,SAURABH ELECTRONICS DEALER,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s SAURABH ELECTRONICS,IT Support,#,#,MAYUR SUDHAKAR DHURI,MUMBAI,400101,Maharashtra,Not assigned,Not assigned,Not assigned,OG01,Oxygen concentrator,,#,SALES WARRANTY,13.08.2022,12.08.2023,Not assigned,#,X,BPL OXYGEN CONCENTRATOR OXY 5 NEO DUAL,22.06.2023,0,0,11,11,1
869502,Open,06.06.2023,Twin city  Hospital,7000106869,MDF2509R,,BZMQ2C7645,FLESSING ELECTRONICS DEALER,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s FLESSING ELECTRONICS,IT Support,#,#,IT Support,PARATWADA,444805,Maharashtra,Not assigned,Not assigned,Not assigned,DF02,Defibrillators- Mono phasic,,#,SALES WARRANTY,01.08.2022,31.07.2023,Not assigned,#,#,DEFIBRILLATOR WITH RECODER DF 2509R,06.06.2023,0,0,27,27,1
869489,Open,06.06.2023,Mr. Dr Padmakar Jagtap,7000106885,MECG6208VIEWC,,DETE2D24496,H-CARE MEDICAL ENGINEERING,Preventive Measures,Preventive Measures,#,#,Mumbai SO,KAUSTUBH SANTOSH KULKARNI,IT Support,#,#,KAUSTUBH SANTOSH KULKARNI,Mahur,445205,Maharashtra,Not assigned,Not assigned,Reported by Employee,EC02,Electrocardiographs-Multi channel,,#,SALES WARRANTY,03.08.2022,02.08.2023,Not assigned,#,X,ECG MACHINE 6208 VIEW PLUS,22.06.2023,0,0,27,27,1
869503,Open,06.06.2023,Twin city  Hospital,7000106869,MECGGENX3,,JWMH2D4292,FLESSING ELECTRONICS DEALER,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s FLESSING ELECTRONICS,IT Support,#,#,IT Support,PARATWADA,444805,Maharashtra,Not assigned,Not assigned,Not assigned,EC02,Electrocardiographs-Multi channel,,#,SALES WARRANTY,01.08.2022,31.07.2023,Not assigned,#,X,ECG MACHINE GEN X3,06.06.2023,0,0,27,27,1
869520,Allotment,06.06.2023,Paarth Hospital,7000017486,MECG6108TB,,AVMT2F38005,SAURABH ELECTRONICS DEALER,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s SAURABH ELECTRONICS,IT Support,#,#,MAYUR SUDHAKAR DHURI,"Kandivli (West), Mumbai",400067,Maharashtra,Not assigned,Not assigned,Not assigned,EC01,Electrocardiographs-single channel,,#,SALES WARRANTY,23.07.2022,22.07.2023,Not assigned,#,X,ECG MODEL 6108T,06.06.2023,0,0,27,27,1
873702,Allotment,22.06.2023,Gajanan Maternity Hospital,7000056555,MFD9713,,DQTB1H67164,BIOTECH ELECTROMEDIC,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s. BIOTECH ELECTRO MEDIC,IT Support,#,#,MAYUR SUDHAKAR DHURI,Barshi,413401,Maharashtra,Not assigned,Not assigned,Reported by Employee,GY02,Foetal Doppler,,22.06.2023,SALES WARRANTY,17.08.2022,16.08.2023,Not assigned,#,X,FETAL DOPPLER-M9713,22.06.2023,0,0,11,11,1
869509,Closed,06.06.2023,Bhosale hospital,7000106864,MFM9852,,EPTA2D3974,ASM-MANIK BHAGAT,Preventive Measures,Preventive Measures,completed pms as per manufactured required. checked machine,#,Mumbai SO,Manik Maroti Bhagat,IT Support,21.06.2023,23.06.2023,Manik Maroti Bhagat,sangola,413307,Maharashtra,Not assigned,Not assigned,Reported by Employee,GY03,Foetal Monitor,,22.06.2023,SALES WARRANTY,03.08.2022,02.08.2023,Not assigned,#,X,FETAL MONITOR FM 9852,23.06.2023,,,,,1
869566,Closed,06.06.2023,The Heart Clinic,7000033385,MHOLTERCH12NEOT1,,NYTA2C1068,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,PMS DONE,#,Mumbai SO,Not assigned,IT Support,#,08.06.2023,DATTATRAYA ASHRUBA SABNE,Mumbai,400080,Maharashtra,Not assigned,Not assigned,Reported by Customer,CA01,Cardiac Analyser,,05.06.2023,SALES WARRANTY,25.07.2022,24.07.2023,Not assigned,#,X,HOLTER RECORDER TRAC  NEO T1,08.06.2023,,,,,1
869506,Open,06.06.2023,Prakas More,7000106887,MECG9108D,,KKTA2C5661,MEDWAY,Preventive Measures,Preventive Measures,#,#,Mumbai SO,MEDWAY DEALER,IT Support,#,#,IT Support,Navi Mumbai,400703,Maharashtra,Not assigned,Not assigned,Not assigned,EC02,Electrocardiographs-Multi channel,,#,SALES WARRANTY,25.07.2022,24.07.2023,Not assigned,#,X,MULTI CHANNEL RECORDER 9108D,06.06.2023,0,0,27,27,1
869563,Open,06.06.2023,Vikas saoji,7000108063,MOGOXY5NEOS,,KCTAIE15825,MANGESH MEDI-TECH DEALER,Preventive Measures,Preventive Measures,#,#,Mumbai SO,KAUSTUBH SANTOSH KULKARNI,IT Support,#,#,KAUSTUBH SANTOSH KULKARNI,Buldhana,443001,Maharashtra,Not assigned,Not assigned,Reported by Customer,OG01,Oxygen concentrator,,#,SALES WARRANTY,05.08.2022,04.08.2023,Not assigned,#,X,OXYGEN CONCENTRATOR BPL OXY 5 NEO,07.06.2023,0,0,27,27,1
869556,Open,06.06.2023,YAVATMAL SUPER SPECIALITY HOSPITAL,7000107338,MAMPLN451MRI,,4510721-0009,ASM_DHARMENDRA,Preventive Measures,Preventive Measures,#,#,Mumbai SO,DHARMENDRA C KOTANGLE,IT Support,#,#,IT Support,YAVATMAL,445001,Maharashtra,Not assigned,Not assigned,Not assigned,AW02,Penlon-Anaesthesia work station,,#,SALES WARRANTY,01.08.2022,31.07.2023,Not assigned,#,X,PENLON PRIMA 451,06.06.2023,0,0,27,27,1
869706,Open,06.06.2023,Twin city  Hospital,7000106869,MSTSTMILLU-BPL,,RHMB2A1103,FLESSING ELECTRONICS DEALER,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s FLESSING ELECTRONICS,IT Support,#,#,IT Support,PARATWADA,444805,Maharashtra,Not assigned,Not assigned,Not assigned,CA02,STS-Stress test system,,#,SALES WARRANTY,01.08.2022,31.07.2023,Not assigned,#,X,STRESS TEST SYSTEM MILL- DYNATRAC ULTRA,06.06.2023,0,0,27,27,1
873728,Open,22.06.2023,MAHARASHTRA AROGYA MANDAL,7000107507,MPM5588UPDS,,DNTD2A18996,ASM-MANIK BHAGAT,Preventive Measures,Preventive Measures,#,#,Mumbai SO,Manik Maroti Bhagat,IT Support,#,#,IT Support,Hadapsar,411028,Maharashtra,Not assigned,Not assigned,Not assigned,MP01,Patient monitors,,#,SALES WARRANTY,09.08.2022,08.08.2023,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,22.06.2023,0,0,11,11,1
873691,Open,22.06.2023,MAHARASHTRA AROGYA MANDAL,7000107507,MPM5588UPDS,,DNTD2A18973,ASM-MANIK BHAGAT,Preventive Measures,Preventive Measures,#,#,Mumbai SO,Manik Maroti Bhagat,IT Support,#,#,IT Support,Hadapsar,411028,Maharashtra,Not assigned,Not assigned,Not assigned,MP01,Patient monitors,,#,SALES WARRANTY,09.08.2022,08.08.2023,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,22.06.2023,0,0,11,11,1
873741,Open,22.06.2023,MAHARASHTRA AROGYA MANDAL,7000107507,MPM5588UPDS,,DNTD2A19538,ASM-MANIK BHAGAT,Preventive Measures,Preventive Measures,#,#,Mumbai SO,Manik Maroti Bhagat,IT Support,#,#,IT Support,Hadapsar,411028,Maharashtra,Not assigned,Not assigned,Not assigned,MP01,Patient monitors,,#,SALES WARRANTY,09.08.2022,08.08.2023,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,22.06.2023,0,0,11,11,1
869499,Allotment,06.06.2023,Yajurvedi Hospital,7000106356,MPM5588UPDS,,DNTD2F20651,BIOTECH ELECTROMEDIC,Preventive Measures,Preventive Measures,#,#,Mumbai SO,Manik Maroti Bhagat,IT Support,#,#,Manik Maroti Bhagat,Solapur,413004,Maharashtra,Not assigned,Not assigned,Reported by Employee,MP01,Patient monitors,,23.06.2023,SALES WARRANTY,23.07.2022,22.07.2023,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,23.06.2023,0,0,27,27,1
869724,Open,06.06.2023,SHREE KRUPA  HOSPITAL,7000111612,MPM5588UPDS,,DNTD2F20509,ASM AJAY DADARAO SAWARKAR,Preventive Measures,Preventive Measures,#,#,Mumbai SO,MEDICAL ENGINEERINGS H CARE,IT Support,#,#,KAUSTUBH SANTOSH KULKARNI,AMRAVATI,444805,Maharashtra,Not assigned,Not assigned,Reported by Employee,MP01,Patient monitors,,#,SALES WARRANTY,03.08.2022,02.08.2023,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,22.06.2023,0,0,27,27,1
873677,Open,22.06.2023,Aditya nursing home,7000106795,MPM5588UPDS,,DNTD2E20432,KAUSTUBH SANTOSH KULKARNI,Preventive Measures,Preventive Measures,#,#,Mumbai SO,KAUSTUBH SANTOSH KULKARNI,IT Support,#,#,IT Support,Ambarnath,421501,Maharashtra,Not assigned,Not assigned,Not assigned,MP01,Patient monitors,,#,SALES WARRANTY,09.08.2022,08.08.2023,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,22.06.2023,0,0,11,11,1
873687,Closed,22.06.2023,Amruta Multispeciality Hospital,7000106908,MPM5588UPDS,,DNTD2F20542,MEDWAY,Preventive Measures,Preventive Measures,pms done,#,Mumbai SO,Not assigned,IT Support,#,01.07.2023,DATTATRAYA ASHRUBA SABNE,Thane,400604,Maharashtra,Not assigned,Not assigned,Reported by Customer,MP01,Patient monitors,,01.07.2023,SALES WARRANTY,01.08.2022,31.07.2023,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,01.07.2023,,,,,1
869533,Allotment,06.06.2023,Kripamayee Hospital,7000108114,MPM5588UPDS,,DNTD2F20647,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,#,#,Mumbai SO,DATTATRAYA ASHRUBA SABNE,IT Support,#,#,CALLCENTRE4 .,Sangli,416416,Maharashtra,Not assigned,Not assigned,Reported by Employee,MP01,Patient monitors,,#,SALES WARRANTY,25.07.2022,24.07.2023,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,08.06.2023,0,0,27,27,1
873642,Open,21.06.2023,BHAGAT EYE & ENT HOSPITAL,7000110915,MAMEFLO6,,FNTE2J2590,FLESSING ELECTRONICS DEALER,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s FLESSING ELECTRONICS,IT Support,#,#,IT Support,Gondia,441614,Maharashtra,Not assigned,Not assigned,Not assigned,AW01,Anaesthesia work station,,#,SALES WARRANTY,16.02.2023,15.02.2024,Not assigned,#,X,AWS E FLO 6,21.06.2023,0,0,12,12,1
873660,Open,21.06.2023,Pdmmc Hospital,7000017613,MAMEFLO6,,FNTE2M2684,MANGESH MEDI-TECH DEALER,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s MANGESH MEDI - TECH,IT Support,#,#,IT Support,Mumbai,400002,Maharashtra,Not assigned,Not assigned,Not assigned,AW01,Anaesthesia work station,,#,SALES WARRANTY,16.02.2023,15.02.2024,Not assigned,#,X,AWS E FLO 6,21.06.2023,0,0,12,12,1
869441,Closed,05.06.2023,Medford Hospital,7000111071,MDF2617,,CXMP2H1990,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,pms done,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,DF01,Defibrillators-Bi-Phasic,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,#,BIPHASIC DEFIBRILLATOR MDF2617,26.06.2023,,,,,1
869450,Closed,05.06.2023,Bethany Hospital,7000110926,MDF2617R,,DMMQ3A5157,MEDWAY,Preventive Measures,Preventive Measures,pms done,#,Mumbai SO,MEDWAY DEALER,IT Support,#,01.07.2023,DATTATRAYA ASHRUBA SABNE,Thane,400606,Maharashtra,Not assigned,Not assigned,Reported by Employee,DF01,Defibrillators-Bi-Phasic,,17.07.2023,SALES WARRANTY,02.02.2023,01.02.2024,Not assigned,#,#,BIPHASIC DF MDF2617 WITH RECORDER,01.07.2023,,,,,1
869277,Allotment,05.06.2023,SANJIVANI HOSPITAL,7000109491,MDF2617R,,DMMR2E4910,BIOTECH ELECTROMEDIC,Preventive Measures,Preventive Measures,#,#,Mumbai SO,M/s. BIOTECH ELECTRO MEDIC,IT Support,#,#,CALLCENTRE4 .,SANGOLA,413307,Maharashtra,Not assigned,Not assigned,Reported by Dealer,DF01,Defibrillators-Bi-Phasic,,#,SALES WARRANTY,03.02.2023,02.02.2024,Not assigned,#,#,BIPHASIC DF MDF2617 WITH RECORDER,07.06.2023,0,0,28,28,1
869483,Closed,05.06.2023,Medford Hospital,7000111071,MFD9714,,LMTA2G7252,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,PMS DONE,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,GY02,Foetal Doppler,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL FETAL DOPPLER FD-9714,26.06.2023,,,,,1
869429,Closed,05.06.2023,Medford Hospital,7000111071,MFD9714,,LMTA2G7254,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,pms done,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,GY02,Foetal Doppler,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL FETAL DOPPLER FD-9714,26.06.2023,,,,,1
869467,Closed,05.06.2023,Medford Hospital,7000111071,MFD9714,,LMTA2G7244,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,pms done,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,GY02,Foetal Doppler,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL FETAL DOPPLER FD-9714,26.06.2023,,,,,1
869453,Closed,05.06.2023,Medford Hospital,7000111071,MFD9714,,LMTA2G7247,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,pms done,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,GY02,Foetal Doppler,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL FETAL DOPPLER FD-9714,26.06.2023,,,,,1
869476,Open,05.06.2023,GOKHALE EYE HOSPITAL,7000111041,MPM5644SNIBPSPO2,,MBMB2M3355,Medilab Home Care and Surgical Products,Preventive Measures,Preventive Measures,#,#,Mumbai SO,Medilab Home Care and Surgical Products,IT Support,#,#,IT Support,MUMBAI,400028,Maharashtra,Not assigned,Not assigned,Not assigned,MP01,Patient monitors,,#,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL MPM5644 MAGNA- SUNTECH NIBP BPL SPO2,05.06.2023,0,0,28,28,1
869486,Closed,05.06.2023,Medford Hospital,7000111071,BPLSYRPUMP1,,KLTA1L14716,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,PMS DONE,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,IP01,Syringe pump,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL SYRINGE PUMP - ACCURA S1,26.06.2023,,,,,1
869479,Closed,05.06.2023,Medford Hospital,7000111071,BPLSYRPUMP1,,KLTA1J13103,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,PMS DONE,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,IP01,Syringe pump,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL SYRINGE PUMP - ACCURA S1,26.06.2023,,,,,1
869481,Closed,05.06.2023,Medford Hospital,7000111071,BPLSYRPUMP1,,KLTA1L14359,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,PMS DONE,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,IP01,Syringe pump,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL SYRINGE PUMP - ACCURA S1,26.06.2023,,,,,1
869482,Closed,05.06.2023,Medford Hospital,7000111071,BPLSYRPUMP1,,KLTA1L14488,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,PMS DONE,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,IP01,Syringe pump,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL SYRINGE PUMP - ACCURA S1,26.06.2023,,,,,1
869463,Closed,05.06.2023,Medford Hospital,7000111071,BPLSYRPUMP1,,KLTA1L14332,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,pms done,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,IP01,Syringe pump,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL SYRINGE PUMP - ACCURA S1,26.06.2023,,,,,1
869462,Closed,05.06.2023,Medford Hospital,7000111071,BPLSYRPUMP1,,KLTA1L14322,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,pms done,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,IP01,Syringe pump,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL SYRINGE PUMP - ACCURA S1,26.06.2023,,,,,1
869465,Closed,05.06.2023,Medford Hospital,7000111071,BPLSYRPUMP1,,KLTA1L14459,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,pms done,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,IP01,Syringe pump,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL SYRINGE PUMP - ACCURA S1,26.06.2023,,,,,1
869466,Closed,05.06.2023,Medford Hospital,7000111071,BPLSYRPUMP1,,KLTA2J16347,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,PMS DONE,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,IP01,Syringe pump,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL SYRINGE PUMP - ACCURA S1,26.06.2023,,,,,1
869452,Closed,05.06.2023,Medford Hospital,7000111071,BPLSYRPUMP1,,KLTA1L14460,ASM_DATTATRAYA_ASHRUBA,Preventive Measures,Preventive Measures,pms done,#,Mumbai SO,Not assigned,IT Support,#,26.06.2023,DATTATRAYA ASHRUBA SABNE,Kausa Mumbra,400612,Maharashtra,Not assigned,Not assigned,Reported by Employee,IP01,Syringe pump,,21.06.2023,SALES WARRANTY,01.02.2023,31.01.2024,Not assigned,#,X,BPL SYRINGE PUMP - ACCURA S1,26.06.2023,,,,,1
